lang,label,sentence
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate boot sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate boot sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate boot speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate booted notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate booted notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate booted sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate booted sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate booted speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate load notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate load notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate load sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate load sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate load speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate loaded notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate loaded notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate loaded sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate loaded sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate loaded speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate readiness notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate readiness notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate readiness sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate readiness sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate readiness speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate ready notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate ready notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate ready sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate ready sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate ready speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start up notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start up notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start up sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start up sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate start up speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate started notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate started notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate started sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate started sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate started speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate startup notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate startup notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate startup sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate startup sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate startup speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable boot notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable boot notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable boot sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable boot sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable boot speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable booted notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable booted notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable booted sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable booted sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable booted speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable load notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable load notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable load sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable load sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable load speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable loaded notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable loaded notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable loaded sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable loaded sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable loaded speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable readiness notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable readiness notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable readiness sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable readiness sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable readiness speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable ready notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable ready sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable ready sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable ready speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start up notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start up notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start up sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start up sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable start up speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable started notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable started notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable started sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable started sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable started speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable startup notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable startup notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable startup sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable startup sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,enable startup speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on boot notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on boot notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on boot sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on boot sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on boot speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on booted notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on booted notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on booted sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on booted sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on booted speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on load notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on load notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on load sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on load sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on load speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on loaded notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on loaded notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on loaded sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on loaded sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on loaded speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on readiness notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on readiness notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on readiness sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on readiness sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on readiness speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on ready notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on ready notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on ready sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on ready sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on ready speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start up notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start up notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start up sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start up sounds
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on start up speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on started notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on started notifications
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on started sound
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,turn on started sounds
